6.5572554115	53.2921065894
6.55789182349	53.2919249628
6.55809694348	53.2918716657
6.5584058294	53.2917931103
6.55865740217	53.291734354
6.5589445301	53.2916632715
6.55906126754	53.2916352222
6.55921775143	53.2915938934
6.55944145556	53.2915365851
6.55959175256	53.291494436
6.55975719149	53.2914439982
6.56000734586	53.2913628739
6.5602191836	53.2912930444
6.56033909387	53.2912490398
6.56062443502	53.2911292521
6.56089217058	53.2910038465
6.56103002595	53.29092932
6.56131620659	53.2907546805
6.56143289166	53.2906712541
6.5615497777	53.2905769447
6.56163934595	53.2905030509
6.56182632427	53.2903272786
6.56189344254	53.2902552979
6.56208974666	53.2900226819
6.56220894789	53.2898727887
6.56242992647	53.2895600207
6.56247293376	53.2895012123
6.56257122596	53.2893706479
6.56261765324	53.2893063958
6.56270083656	53.28919356
6.56276173261	53.2891151895
6.56281457759	53.2890503128
6.56306436982	53.2887626894
6.5631923717	53.2886285098
6.56327517228	53.2885500271
6.56333247383	53.288492182
6.56347158082	53.2883619887
6.56376974186	53.2881049384
6.56398942092	53.2879300809
6.56408423772	53.2878521599
6.56416321049	53.2877923295
6.564244676	53.2877264482
6.56434995452	53.2876479369
6.56445861516	53.2875631718
6.56457123665	53.2874713539
6.56472183296	53.2873562878
6.56482404643	53.2872712556
6.56489503697	53.2872104486
6.56502781098	53.2871043325
6.56510092801	53.2870400909
6.56520961222	53.28693942
6.56529116934	53.2868685896
6.56536253347	53.2867977136
6.56547120883	53.2866969509
6.56553755397	53.2866324333
6.56561744207	53.286544366
6.56575450892	53.2863994498
6.56585357821	53.2862822777
6.56591918889	53.2862015825
6.56612713919	53.2859277292
6.56622833845	53.2857705145
6.56628178312	53.2856895385
6.56636013462	53.2855390118
6.56641000084	53.2854545778
6.56645131206	53.2853580229
6.56648198478	53.2852982844
6.56651927717	53.2852186012
6.56660103684	53.2850016921
6.56669546053	53.2846876952
6.56671621644	53.2845950985
6.56673743534	53.2845189455
6.56678119855	53.2842844609
6.56681222086	53.2840536539
6.56683409235	53.2838236831
6.56683832014	53.2837507189
6.56683958961	53.2836579323
6.56686548812	53.283164413
6.56652546168	53.2833295352
6.56490602215	53.2841660682
6.56453130631	53.2841697215
6.5641565732	53.284173384
6.56378793268	53.2844012502
6.56341321452	53.2844049
6.56303848672	53.2844086506
6.56266376682	53.2844122981
6.56288423139	53.2839634374
6.56302899581	53.2836965277
6.56315746956	53.2834807095
6.5633027792	53.2832574813
6.56346190873	53.2830392823
6.56359885509	53.2828706398
6.56363902512	53.2828204893
6.56384662689	53.2825905985
6.56398226348	53.2824518247
6.56405045939	53.2823808049
6.56411585836	53.2823189954
6.56422295724	53.282216734
6.56428260021	53.2821576015
6.56440310602	53.2820484183
6.56452511493	53.2819351654
6.56457979011	53.2818877948
6.56470047532	53.2817793237
6.56477665128	53.2817089217
6.56484574736	53.2816500311
6.56494731386	53.2815603305
6.56503382923	53.28148144
6.56514866763	53.2813815803
6.56529963425	53.281247815
6.56545194253	53.2811142963
6.56554809478	53.2810280813
6.56567676216	53.2809168105
6.56575566475	53.2808472741
6.56580705821	53.2808007467
6.56614065688	53.2805140981
6.56633303219	53.2803525415
6.56661243864	53.2801301555
6.56675903898	53.2800209799
6.5669109453	53.2799094912
6.56711493323	53.2797704428
6.56717615812	53.2797303529
6.56735441869	53.2796176129
